timestamp,outdoor_temperature,indoor_temperature,indoor_temp_lag_1h,indoor_temp_lag_3h,indoor_temp_lag_6h,indoor_temp_lag_12h,indoor_temp_lag_24h,temp_difference
2024-01-02 00:00:00,5.080400671648629,4.670416578809767,3.9718688747362396,4.575477555238894,4.137555426049217,4.845200436702273,4.7014889611264365,0.4099840928388625
2024-01-02 01:00:00,5.409487788142296,5.085862538032552,4.670416578809767,4.894704755261937,4.258935454615101,4.057378390504688,4.80954940111286,0.3236252501097434
2024-01-02 02:00:00,4.779964145496986,4.438440310933089,5.085862538032552,3.9718688747362396,5.027789734859245,4.103882070441226,4.543341666425381,0.3415238345638967
2024-01-02 03:00:00,5.544744365108247,4.526018440581755,4.438440310933089,4.670416578809767,4.575477555238894,4.969996217765444,5.679507214281939,1.0187259245264926
2024-01-02 04:00:00,5.0580104127716625,4.575964027765385,4.526018440581755,5.085862538032552,4.894704755261937,4.238398831164779,4.25818278054418,0.48204638500627794
2024-01-02 05:00:00,5.213917263960349,4.73975822961594,4.575964027765385,4.438440310933089,3.9718688747362396,4.559663337025712,4.4926881615188154,0.4741590343444093
2024-01-02 06:00:00,5.06034519246038,4.440031637750594,4.73975822961594,4.526018440581755,4.670416578809767,4.137555426049217,5.591295762091745,0.620313554709786
2024-01-02 07:00:00,6.288771928401718,5.753888039418458,4.440031637750594,4.575964027765385,5.085862538032552,4.258935454615101,5.307953928480808,0.5348838889832601
2024-01-02 08:00:00,5.357318538466454,4.904814057343491,5.753888039418458,4.73975822961594,4.438440310933089,5.027789734859245,4.851668752675698,0.45250448112296304
2024-01-02 09:00:00,4.836645977423579,4.325718808622331,4.904814057343491,4.440031637750594,4.526018440581755,4.575477555238894,4.677095691870606,0.5109271688012482
2024-01-02 10:00:00,5.778208164659114,4.899105844789207,4.325718808622331,5.753888039418458,4.575964027765385,4.894704755261937,4.525124859504472,0.8791023198699071
2024-01-02 11:00:00,4.7579481252298415,4.274167027016818,4.899105844789207,4.904814057343491,4.73975822961594,3.9718688747362396,4.945811296881007,0.48378109821302306
2024-01-02 12:00:00,5.474235963489376,5.486891645442762,4.274167027016818,4.325718808622331,4.440031637750594,4.670416578809767,4.845200436702273,-0.012655681953386733
2024-01-02 13:00:00,4.391403293244553,3.8345708552153894,5.486891645442762,4.899105844789207,5.753888039418458,5.085862538032552,4.057378390504688,0.5568324380291632
2024-01-02 14:00:00,4.708579492620465,4.55191318081122,3.8345708552153894,4.274167027016818,4.904814057343491,4.438440310933089,4.103882070441226,0.15666631180924462
2024-01-02 15:00:00,5.472537268839291,4.936940648125649,4.55191318081122,5.486891645442762,4.325718808622331,4.526018440581755,4.969996217765444,0.5355966207136422
2024-01-02 16:00:00,5.74477404594932,4.930077948753481,4.936940648125649,3.8345708552153894,4.899105844789207,4.575964027765385,4.238398831164779,0.8146960971958395
2024-01-02 17:00:00,5.4626589720673655,4.827414065394815,4.930077948753481,4.55191318081122,4.274167027016818,4.73975822961594,4.559663337025712,0.6352449066725505
2024-01-02 18:00:00,5.32058473553496,4.783465149869034,4.827414065394815,4.936940648125649,5.486891645442762,4.440031637750594,4.137555426049217,0.5371195856659261
2024-01-02 19:00:00,5.229291043189146,4.902925378753903,4.783465149869034,4.930077948753481,3.8345708552153894,5.753888039418458,4.258935454615101,0.32636566443524373
2024-01-02 20:00:00,4.642015878314884,4.891827925129194,4.902925378753903,4.827414065394815,4.55191318081122,4.904814057343491,5.027789734859245,-0.24981204681431013
2024-01-02 21:00:00,5.022788719338253,4.53690922920871,4.891827925129194,4.783465149869034,4.936940648125649,4.325718808622331,4.575477555238894,0.4858794901295429
2024-01-02 22:00:00,5.153825354877047,4.269185050001876,4.53690922920871,4.902925378753903,4.930077948753481,4.899105844789207,4.894704755261937,0.8846403048751714
2024-01-02 23:00:00,5.914139736334197,4.826352542317323,4.269185050001876,4.891827925129194,4.827414065394815,4.274167027016818,3.9718688747362396,1.0877871940168742
2024-01-03 00:00:00,5.5346930885353505,4.854688408883336,4.826352542317323,4.53690922920871,4.783465149869034,5.486891645442762,4.670416578809767,0.680004679652014
2024-01-03 01:00:00,4.482797678816964,3.696091540940282,4.854688408883336,4.269185050001876,4.902925378753903,3.8345708552153894,5.085862538032552,0.7867061378766822
2024-01-03 02:00:00,5.527793517775926,5.142386055260113,3.696091540940282,4.826352542317323,4.891827925129194,4.55191318081122,4.438440310933089,0.38540746251581304
2024-01-03 03:00:00,5.174644132545764,4.826756436343112,5.142386055260113,4.854688408883336,4.53690922920871,4.936940648125649,4.526018440581755,0.34788769620265203
2024-01-03 04:00:00,5.030157974633765,4.483349547478082,4.826756436343112,3.696091540940282,4.269185050001876,4.930077948753481,4.575964027765385,0.5468084271556828
2024-01-03 05:00:00,5.675890782859677,5.305517635943591,4.483349547478082,5.142386055260113,4.826352542317323,4.827414065394815,4.73975822961594,0.37037314691608625
2024-01-03 06:00:00,5.886986024221663,5.317715226130257,5.305517635943591,4.826756436343112,4.854688408883336,4.783465149869034,4.440031637750594,0.5692707980914058
2024-01-03 07:00:00,5.838559907210467,5.814976055099927,5.317715226130257,4.483349547478082,3.696091540940282,4.902925378753903,5.753888039418458,0.023583852110539816
2024-01-03 08:00:00,4.954744630126273,4.647107651020156,5.814976055099927,5.305517635943591,5.142386055260113,4.891827925129194,4.904814057343491,0.30763697910611665
2024-01-03 09:00:00,5.221180706566085,4.967747758753958,4.647107651020156,5.317715226130257,4.826756436343112,4.53690922920871,4.325718808622331,0.25343294781212755
2024-01-03 10:00:00,5.542852070878802,4.5541286405448504,4.967747758753958,5.814976055099927,4.483349547478082,4.269185050001876,4.899105844789207,0.9887234303339518
2024-01-03 11:00:00,5.866426336617129,4.928413068786645,4.5541286405448504,4.647107651020156,5.305517635943591,4.826352542317323,4.274167027016818,0.9380132678304847
2024-01-03 12:00:00,5.140500028468231,4.770101553452749,4.928413068786645,4.967747758753958,5.317715226130257,4.854688408883336,5.486891645442762,0.37039847501548184
2024-01-03 13:00:00,5.288690989112309,4.29505483773918,4.770101553452749,4.5541286405448504,5.814976055099927,3.696091540940282,3.8345708552153894,0.9936361513731296
2024-01-03 14:00:00,4.8297862754754,4.159464895065329,4.29505483773918,4.928413068786645,4.647107651020156,5.142386055260113,4.55191318081122,0.6703213804100709
2024-01-03 15:00:00,4.786283689715596,4.661479104670552,4.159464895065329,4.770101553452749,4.967747758753958,4.826756436343112,4.936940648125649,0.12480458504504366
2024-01-03 16:00:00,5.792083105736354,5.01911805525108,4.661479104670552,4.29505483773918,4.5541286405448504,4.483349547478082,4.930077948753481,0.7729650504852739
2024-01-03 17:00:00,6.065373354376309,5.095916207052545,5.01911805525108,4.159464895065329,4.928413068786645,5.305517635943591,4.827414065394815,0.9694571473237641
2024-01-03 18:00:00,5.352681376883227,5.017676232586649,5.095916207052545,4.661479104670552,4.770101553452749,5.317715226130257,4.783465149869034,0.335005144296578
2024-01-03 19:00:00,5.891885935495318,5.92475701575804,5.017676232586649,5.01911805525108,4.29505483773918,5.814976055099927,4.902925378753903,-0.0328710802627219
2024-01-03 20:00:00,5.572370498505036,4.7725399015957715,5.92475701575804,5.095916207052545,4.159464895065329,4.647107651020156,4.891827925129194,0.7998305969092643
2024-01-03 21:00:00,5.07042555792918,4.930590741579113,4.7725399015957715,5.017676232586649,4.661479104670552,4.967747758753958,4.53690922920871,0.13983481635006711
2024-01-03 22:00:00,5.57511613631772,4.7376520327165865,4.930590741579113,5.92475701575804,5.01911805525108,4.5541286405448504,4.269185050001876,0.8374641036011337
2024-01-03 23:00:00,6.164869463472182,5.514642182792859,4.7376520327165865,4.7725399015957715,5.095916207052545,4.928413068786645,4.826352542317323,0.6502272806793226
2024-01-04 00:00:00,5.360934789658348,4.80410142878217,5.514642182792859,4.930590741579113,5.017676232586649,4.770101553452749,4.854688408883336,0.556833360876178
2024-01-04 01:00:00,6.162602378271927,5.311747618420145,4.80410142878217,4.7376520327165865,5.92475701575804,4.29505483773918,3.696091540940282,0.8508547598517824
2024-01-04 02:00:00,4.071840685603713,3.9272752105077835,5.311747618420145,5.514642182792859,4.7725399015957715,4.159464895065329,5.142386055260113,0.14456547509592976
2024-01-04 03:00:00,5.794097122514692,4.7527711371059915,3.9272752105077835,4.80410142878217,4.930590741579113,4.661479104670552,4.826756436343112,1.041325985408701
2024-01-04 04:00:00,5.428101981782293,4.943806066651788,4.7527711371059915,5.311747618420145,4.7376520327165865,5.01911805525108,4.483349547478082,0.4842959151305051
2024-01-04 05:00:00,5.236507293686861,5.035105937776053,4.943806066651788,3.9272752105077835,5.514642182792859,5.095916207052545,5.305517635943591,0.2014013559108081
2024-01-04 06:00:00,5.43332382162745,5.127640480237967,5.035105937776053,4.7527711371059915,4.80410142878217,5.017676232586649,5.317715226130257,0.30568334138948305
2024-01-04 07:00:00,4.3950913829453615,4.102946762886523,5.127640480237967,4.943806066651788,5.311747618420145,5.92475701575804,5.814976055099927,0.29214462005883846
2024-01-04 08:00:00,5.28047224492228,5.228014838390453,4.102946762886523,5.035105937776053,3.9272752105077835,4.7725399015957715,4.647107651020156,0.05245740653182729
